Addrcity,Addrfull,Amenity,Building,Capacitype,Name,Operatorty,Osm Id,School Level,Source,Geometry
,,school,,,Light High School Seguku,,2860360637,Secondary,,Point
,,school,,,God is Good Primary school,,2860389318,Primary,,Point
,,school,,,Mirembe school,,2869918003,Other,,Point
,,college,,,Mweva Computer Centre,,2870046220,Other,,Point
Rubaga,,college,,,Uganda Baptist Seminary Jinja,,2872309871,Other,www.ubos.org,Point
,,college,,,International Institute Of Healthy Science,,2872309874,Other,,Point
Kakira Town Council,,school,,,Wairaka Modern Secondary School,,2872664133,Secondary,,Point
Wairaka B,,school,,,Hope Community high school,,2872734807,Other,www.ubos.org,Point
,,school,,,Jinja Christian School,,2872742422,Other,,Point
,,school,,,Wanyange Primary School,,2874006411,Primary,,Point
,,school,,,Standard Central Academy Namwendwa (SCAN),,2874429257,Other,,Point
Namwendwa Town,,school,,,Saint Joseph Infant Primary School,,2874444282,Primary,www.ubos.org,Point
Namwendwa Town,,school,,,Happy Time Preparatory School,,2874472279,Other,www.ubos.org,Point
Bulondo,,school,,,Nalongo Primary School,,2874500659,Primary,www.ubos.org,Point
Wabulungu A,,school,,,Wabulungu Primary School,public,2875722130,Primary,www.ubos.org,Point
,,school,,,Trust Primary School,,2912567456,Primary,,Point
,,school,,,Mbuga Primary School,,2949027035,Primary,,Point
,,school,,,Buyonjo Primary school,,2972718592,Primary,,Point
,,school,,,Bituli Primary School,,2977455468,Primary,,Point
Lubani West,,school,,,Hillside College Lubani Secondary School,private,2977455472,Secondary,www.ubos.org,Point
Kabembe East,,school,,,Kabembe Primary School,,2977455473,Primary,www.ubos.org,Point
,,school,,,Kiwagama Primary School,,2977455474,Primary,,Point
Lubani Central,,school,,,Lubani Primary School,public,2977455476,Primary,www.ubos.org,Point
Lubani Central,,school,,,Lubani Secondary School,public,2977455477,Secondary,www.ubos.org,Point
Cluster O/q,,school,,,Canrom Primary School,government,3034302276,Primary,www.ubos.org,Point
,,school,,,Panyadoli Secondary School,,3034302278,Secondary,,Point
,,school,,,Preparatory Hill School,,3053487853,Other,,Point
,,school,,,Anex Spire Road Primary School for the Blind,,3065006276,Primary,,Point
Spire Road,,school,,,Dream Africa School Jinja,,3065006277,Other,,Point
Bulange Central,,school,,,Saint Jude Primary School,,3068306983,Primary,www.ubos.org,Point
,,school,,,Green Parks,,3073721088,Other,,Point
,,,school,,Little Doves Kindergarten and Pre-School,,3073870635,Kindergarten,,Point
Nyero,,school,,,Nyero Primary School,,3074763512,Primary,www.ubos.org,Point
,,school,,,I Cotech Institute of Computer Technology,,3079682993,Other,,Point
,,school,,,Kiira Junior Preparatory School,,3087362144,Other,,Point
,,school,,,Camillians,,3087386501,Other,,Point
,,school,,,Amazing Grace Nursery and Primary School,,3095095847,Primary,,Point
,,school,,,Nakyenyi Secondary School,,3104386148,Secondary,,Point
,,school,,,St Josephs,,3112495241,Other,,Point
,,school,,,Mackay college,,3114861917,Other,,Point
Kakindu Church Zone,,school,,,Saint Lukka Banabakintu Primary School,,3143989390,Primary,www.ubos.org,Point
Mawanda-kyegeza,,school,,,Saint Ponsiano Mawanda Primary School,,3143989391,Primary,www.ubos.org,Point
,,school,,,Agu Primary School,,3145506547,Primary,,Point
Angodi,,school,,,Angod Primary School,,3145506548,Primary,www.ubos.org,Point
,,,university,,Administration Office Block,,3153310060,Other,,Point
,,,university,,Block 5,,3153310165,Other,,Point
,,,university,,Deans of Student Office Block,,3153310168,Other,,Point
,,school,,,Department of Education,,3153310169,Other,,Point
,,school,,,Faculty of Marketing and Hospitality Management,,3153310173,Other,,Point
,,school,,,Faculty of Vocational and Distance Education,,3153310174,Vocational,,Point
,,,university,,Lecture Block 10,,3153310183,Other,,Point
,,,university,,Lecture Block 2,,3153310184,Other,,Point
,,,university,,Lecture Block 7,,3153310185,Other,,Point
,,,university,,Lecture Block 8,,3153310186,Other,,Point
,,,university,,Lecture_Block_12,,3153310187,Other,,Point
,,school,,,Micro finance Centre,,3153310198,Other,,Point
,,,university,,Mula Office Block,,3153310202,Other,,Point
,,,university,,Staff Residential,,3153310208,Other,,Point
,,school,,,Queens and Kings Nursery and Primary School,,3154349927,Primary,,Point
,,university,,,Gulu University Faculty Of Medicine,,3180206612,Other,,Point
kampala,,school,,,Mengo Senior School,,3191223305,Other,,Point
,,,school,,,,3195540069,Other,,Point
,,school,,,Ndejje Primary School,,3255633067,Primary,,Point
,,university,,,Ndejje University Kampala Campus,,3256186509,Other,,Point
,,school,,,Trinity College Nabingo,,3257756661,Other,,Point
Mbale,,school,,,Mbale Comprehensive High School,,3259906496,Secondary,www.ubos.org,Point
,,school,,,Janan Secondary School,,3278709526,Secondary,,Point
,,kindergarten,,,Rainbow Kindergarden & Day Care,,3278752659,Kindergarten,,Point
,,school,,,Saint Joseph Of Nazareth High School,,3302175910,Secondary,,Point
,,school,,,Vine International Academy,,3309878373,Other,,Point
,,school,,,Teletabies Infant School,,3322867178,Kindergarten,,Point
Nyabubaare A,,school,,,Bumbaire Technical School,,3328320070,Other,www.ubos.org,Point
,,school,,,Animation Africa,,3328341233,Other,,Point
,,school,,,light doves Pre- School and Kindergaten,,3328436513,Other,,Point
,,school,,,Bumbaire Secondary School,,3331510406,Secondary,,Point
Kaagati,,school,,,Kitakuuka Primary School,,3331510407,Primary,www.ubos.org,Point
,,school,,,Central Primary & Nursery School,,3332332752,Primary,,Point
,,school,,,Nakaseeta,,3337436413,Other,,Point
Timuna,,school,,,Timuna,,3337436453,Other,,Point
,,school,,,Goldsmith Intern Junior School,,3338274677,Secondary,,Point
Masiriba,,school,,,Masiriba Primary School,public,3338683414,Primary,www.ubos.org,Point
Kyekumbya,,school,,,Saint Paul Kiboga Primary School,public,3338683796,Primary,www.ubos.org,Point
Nyabubaare B,,school,,,Nyandozo Primary School,,3342090502,Primary,www.ubos.org,Point
,,school,,,Luteete,,3343541932,Other,,Point
,,college,,,Luweero Diocese Vocational Training Institute,,3349704728,Vocational,,Point
,,kindergarten,,,City Centre Kindergarten & Primary School,,3370055446,Primary,,Point
,,school,school,,Bugolobi International High School,,3371640393,Secondary,,Point
,,kindergarten,,,Totoz Day Care and Kindergarten,,3379474153,Kindergarten,,Point
,,school,,,Uganda Christian University ( Kampala campus),,3380758181,Other,,Point
,,kindergarten,,,Guardian Angel Pre-School,,3380773719,Other,,Point
,,school,,,Kitebi Primary School,,3380804238,Primary,,Point
Kasese,,,school,,Rwenzori High School,,3380994674,Secondary,,Point
,,school,,,Advanced Junior School,,3381056737,Secondary,,Point
,,school,,,Nakasero Secondary School-Rubaga Campus,,3382342274,Secondary,,Point
,,kindergarten,,,Jolly Tots Kindergarten,,3382495186,Kindergarten,www.ubos.org,Point
,,school,,,Saint Savio Junior School,,3385874304,Secondary,,Point
,,school,,,Kisubi Seminary,,3385875773,Other,,Point
Green Valley,,school,,,Unifat Primary School,,3411127796,Primary,www.ubos.org,Point
kampala,,university,,,Datamine Technical Business School,,3418991144,Other,,Point
,,college,,,Saint Cyprian Chavanod College,,3429320060,Other,,Point
,,school,,,Rapha Junior Academy,,3444843747,Other,,Point
,,college,,,Kiwoko School of Nursing and Midwifery,,3457613368,Other,,Point
,,school,,,Magoma Secondary School,,3457613369,Secondary,,Point
,,school,,,,,3457614543,Other,,Point
,,school,,,Twinkle Stars Junior School,,3457614584,Secondary,,Point
,,school,,,Green Valley High School,,3473886216,Secondary,,Point
,,school,,,Sekasi Foundation Primary School,,3489228958,Primary,,Point
,,school,,,Don Bosco Vocational School,,3491571221,Vocational,,Point
,,school,,,Saint John's,,3491615566,Other,,Point
,,school,,,Nalinya lwantale,,3501427353,Other,,Point
Kisooba,,school,,,Winterland Primary School,private,3503652927,Primary,www.ubos.org,Point
,,school,,,Katuudde Muslim Secondary School,,3512893022,Secondary,,Point
,,kindergarten,,,Lady Bird Day Care,,3514106901,Kindergarten,,Point
,,school,,,Dehli Public School International,,3519347565,Other,,Point
Kampala,,kindergarten,,,Bright Angels Kindergarten & Day Care,,3528435903,Kindergarten,,Point
,,,school,,dometory,,3530880728,Other,,Point
,,school,,,Kamonkoli Primary School,,3550497651,Primary,,Point
,,school,,,Mwamba primary school,,3550629645,Other,,Point
,,school,,,BISHOP CIPRIANO KIHANGIRE S.S,,3550747550,Other,,Point
,,school,,,Kasana Umea Primary School,,3556944500,Primary,,Point
,,kindergarten,,,Nasah Foundation School,,3556944501,Other,,Point
,,school,,,Luweero Junior Academy,,3558103160,Other,,Point
,,school,,,Jodak Primary School,,3559086216,Primary,,Point
,,school,,,Lucia Foundation School,,3569141993,Other,,Point
,,school,,,Luweero Islamic Primary School,,3578175345,Primary,,Point
,,school,,,Norah Memorial Infant School,,3623414362,Kindergarten,,Point
,,school,,,Midfield Secondary School,,3623524494,Secondary,,Point
,,school,,,St. Peters Primary School,,3623525243,Primary,,Point
,,school,,,St. Peters Secondary School,,3623525244,Secondary,,Point
Kampala,,college,,,ESLSCA International Business School,,3624631409,Other,,Point
,,kindergarten,,,Joy Infant School,,3632456747,Kindergarten,,Point
Kasana,,school,,,Essuubi Eppya Vocational Primary School,,3635155584,Primary,www.ubos.org,Point
,,college,,,Kiwoko Hospital - Centre for Agricultural Development,,3635155585,Other,,Point
,,school,,,Luweero Light of Life Primary School,,3635155587,Primary,,Point
Kasana,,school,,,New Hope Academy,,3635155589,Other,www.ubos.org,Point
,,college,,,New Hope Vocational Institute,,3635155592,Vocational,,Point
,,school,,,Happy Hours Primary School,,3647663574,Primary,,Point
Ndejje,,school,,,Lady Irene Demonstration,,3647663575,Other,,Point
,,school,,,Everest College,,3654146575,Other,,Point
,,school,,,Everest Primary School,,3654146576,Primary,,Point
,,school,,,,,3654571160,Other,,Point
,,school,,,Muko High School,,3654593110,Secondary,www.ubos.org,Point
Nsaasi,,school,,,Luwero Secondary School,,3658089784,Secondary,www.ubos.org,Point
,,school,,,Victor Infant Day & Boarding School,,3658090275,Other,,Point
,,college,,,Bushenyi Primary Teachers College,,3662972059,Primary,,Point
,,school,,,Alpha Academy Primary School,,3679330194,Primary,,Point
,,school,,,Destiny Christian High School,,3679330195,Secondary,,Point
,,school,,,Hope Community Primary School,,3679330196,Primary,,Point
,,school,,,Saint Theresa Lumonde Primary Day & Boarding School,,3679330817,Primary,www.ubos.org,Point
,,school,,,Delhi Public School Interational,,3684019151,Other,,Point
,,school,,,Saint Joseph's Girls School,,3684581283,Other,,Point
,,school,,,,,3699050184,Other,,Point
,,school,,,BUSODA Nakyeni Vocational School,,3705297709,Vocational,,Point
Bulamazzi,,school,,,Bulamazzi Senior Secondary School,,3705298766,Secondary,www.ubos.org,Point
,,school,,,,,3705299673,Other,,Point
Karwara Kididima,,school,,,Kimengo Primary School,,3710882057,Primary,www.ubos.org,Point
Kinuuma,,school,,,Kinuuma Primary School,public,3710891155,Primary,www.ubos.org,Point
Nyabinyira,,school,,,Bigando Primary School,public,3710943326,Primary,www.ubos.org,Point
Paraa,,school,,,Paraa Primary School,,3710943334,Primary,www.ubos.org,Point
Kirasa II,,school,,,Kirasa Moslem Primary School,,3710943336,Primary,www.ubos.org,Point
Kasozi,,school,,,Kasozi,,3711588328,Other,www.ubos.org,Point
,,school,,,Saint Anthony Secondary School Kakooge,,3711588501,Secondary,,Point
,,school,,,Kabalega Senior Secondary School,,3711838525,Secondary,,Point
,,school,,,St. Edwards Primary School,,3711889120,Primary,,Point
Kasenyi-bwoke,,school,,,Bokwe Primary School,public,3713675025,Primary,www.ubos.org,Point
Kilanyi,,school,,,Kilanyi Moslem Primary School,public,3713675029,Primary,www.ubos.org,Point
Kilanyi,,school,,,Kilyani Primary School,public,3713675030,Primary,www.ubos.org,Point
,,school,,,Kyema Secondary School,,3716606411,Secondary,,Point
,,school,,,Trinity Nursery & Infant School,,3716606596,Kindergarten,,Point
,,college,,,Uganda Technical College Kyema,,3716606597,Other,,Point
Namunsaala,,school,,,Kakooge Secondary School,,3716806515,Secondary,www.ubos.org,Point
Kyamukonda,,school,,,Kyamukonda,,3716806745,Other,www.ubos.org,Point
,,kindergarten,,,Renam Junior School,,3716806746,Secondary,,Point
,,college,,,Saint Paul II Technical Institute Kakooge,,3716806747,Other,,Point
Entebbe,,kindergarten,,,Kissyfur Kindergarten,,3724999771,Kindergarten,,Point
,,school,,,Rainbow Christian Academy,,3724999819,Other,,Point
Entebbe,,kindergarten,,,Child Prime Kindergarten,,3725166688,Kindergarten,,Point
,,kindergarten,,,Ravensden Nursery & Junior School,,3727814013,Secondary,,Point
,,school,,,Good Samaritan Orphanage School,,3727842826,Other,,Point
,,school,,,Joy High School Entebbe,,3728060945,Secondary,,Point
,,kindergarten,,,Musfa Nursery School,,3728926026,Kindergarten,,Point
,,school,,,Bweyogerere Church of Uganda Primary School,,3734102325,Primary,,Point
,,college,,,Kibuli Moslem Teachers College,,3735549731,Other,,Point
,,school,,,Seventh-day Adventist Primary School,,3740418296,Primary,www.ubos.org,Point
,,school,,,,,3741007209,Other,,Point
,,school,,,Seseme Girl's Secondary School,government,3744065748,Secondary,www.ubos.org;HOT-Uganda,Point
Kampala,,school,,,The Hungry Caterpillar,,3749146594,Other,,Point
,,school,,,Nambi Primary School,,3761571563,Primary,,Point
,,school,,,Nambi Secondary School,,3761571564,Secondary,,Point
,,school,,,Luteete,,3761571567,Other,,Point
,,school,,,Luteete Secondary School,,3761571568,Secondary,,Point
,,kindergarten,,,,,3761822625,Other,,Point
,,school,,,Saintt Mugagga Primary School,,3761822631,Primary,,Point
,,school,,,Wobulenzi Mixed Secondary School,,3761822632,Secondary,www.ubos.org,Point
,,school,,,Gayaza High School,,3761892988,Secondary,www.ubos.org,Point
Kiwoko,,school,,,Kiwoko,,3768679029,Other,www.ubos.org,Point
,,school,,,Ndejje High School,,3777961274,Secondary,,Point
Ndejje,,school,,,Ndejje Junior,,3777961275,Other,,Point
,,college,,,EnVision Computer Training,,3777968365,Other,,Point
Mutekanga,,school,,,Kamuli Township Primary School,,3790258633,Primary,www.ubos.org,Point
,,school,,,Kafu Parents' School,,3790579657,Other,,Point
Kiwongoire,,school,,,Wabulime Primary School,,3790579707,Primary,www.ubos.org,Point
Kakira Town Council,,school,,,Saint Michael Nursery and Primary School,,3791289694,Primary,,Point
,,college,,,UWA Rangers' Training Camp,,3791463672,Other,,Point
,,college,,,UWA Students' Education Centre,,3791952735,Other,,Point
,,school,,,Ndejje Vocational Farm,,3797948052,Vocational,,Point
,,college,,,St. Kizito Vocational and Apprenticeship Centre,,3798133851,Vocational,,Point
,,school,,,Sunwill Nursery and Primary School,,3798133852,Primary,,Point
,,kindergarten,,,Buganda Road Kindergarden,,3804463029,Other,,Point
,,school,,,Buganda Road Primary School,,3804463030,Primary,,Point
,,school,,,Tawhid Islamic Primary School,,3808160225,Primary,,Point
Kampala,,school,,,Kabojja Junior School,,3813757293,Secondary,,Point
,,school,,,Saint Kizito Navulule Primary School,,3813774147,Primary,,Point
Boma West,,kindergarten,,,Maria Thereza Nursery School,private,3820882215,Kindergarten,www.ubos.org,Point
Boma West,,school,,,Divine Mercy Primary School,private,3820882252,Primary,www.ubos.org,Point
,,university,,,School of Business Administration,,3822473198,Other,,Point
Kashenyi,,school,,,Buhumba Primary School,public,3826835752,Primary,www.ubos.org,Point
Rukore,,school,,,Rukole Primary School,public,3827882580,Primary,www.ubos.org,Point
,,,school,,Laroo Boarding Primary School,,3828042857,Primary,,Point
,,kindergarten,,,Nursery School,,3828053663,Kindergarten,,Point
Limo Flats,,kindergarten,,,Mother Ludia Nursery School,,3828158369,Kindergarten,www.ubos.org,Point
,,,school,,Faculty Of Medicine,,3828158375,Other,,Point
,,school,,,University Nursery School,,3832523179,Kindergarten,,Point
Rugarama,,university,,,Bishop Barham University College,religious,3833217583,Other,www.ubos.org,Point
Masese/Walukuba Division,,school,,,Mother Kevin Senior Secondary School,,3838043640,Secondary,www.ubos.org,Point
,,university,,,Univeristy of Kisubi (UniK) Science block,,3839085648,Other,,Point
Kisubi,,school,,,Mount Saint Theresa Community College,,3842235021,Other,,Point
Cell D,,school,,,Ishaka Adventist College,,3845848112,Other,www.ubos.org,Point
,,school,,,Guiding Star Primary School,,3848936969,Primary,,Point
Flying School Cell,,college,,,Soroti Civil Aviation Academy East Africa,,3848976368,Other,www.ubos.org,Point
,,school,,,New Cornerstone High School,,3859606084,Secondary,,Point
Limo Flats,,school,,,Gulu Town Primary School,,3860488858,Primary,www.ubos.org,Point
,,kindergarten,,,Jolly Bee Nursery and Daycare,,3860551857,Kindergarten,,Point
,,school,,,Saint Mary's Junior School,,3860551957,Secondary,,Point
,,school,,,Police P7 School,,3862317374,Other,,Point
,,,school,,Pece P7 School,,3862321444,Other,,Point
,,school,,,Vienna Nursery & Primary School,,3873374357,Primary,,Point
Pece Prison,,school,,,Pece Prison Primary School,,3873374457,Primary,www.ubos.org,Point
,,school,,,House of Hope,,3873374557,Other,,Point
Pawel Central,,kindergarten,,,Mary Acayo and Kennedy Lanek Trust Nursery school,,3873374657,Kindergarten,www.ubos.org,Point
